Entity_LogicalId,Entity_EU_ReferenceNumber,Entity_SubjectType,Entity_SubjectType_ClassificationCode,Citizenship_CountryIso2Code,Citizenship_Remark
125996,EU.5895.8,P,person,RU,
126000,EU.5896.7,P,person,RU,
126005,EU.5897.6,P,person,RU,
126010,EU.5898.5,P,person,RU,
126015,EU.5899.4,P,person,RU,
126106,EU.5913.73,P,person,TR,
127388,EU.6131.26,P,person,IR,
127401,EU.6133.24,P,person,IR,
127408,EU.6134.23,P,person,IR,
127411,EU.6135.22,P,person,IR,
127417,EU.6136.21,P,person,IR,
127423,EU.6137.20,P,person,IR,
127429,EU.6139.18,P,person,IR,
127544,EU.6158.54,P,person,VE,
127726,EU.6171.96,P,person,RU,
127732,EU.6172.95,P,person,RU,
127738,EU.6173.94,P,person,RU,
127743,EU.6174.93,P,person,RU,
128186,EU.6231.35,P,person,MM,
128190,EU.6232.34,P,person,MM,
128193,EU.6233.33,P,person,MM,
128196,EU.6234.32,P,person,MM,
128200,EU.6235.31,P,person,MM,
128204,EU.6236.30,P,person,MM,
128206,EU.6237.29,P,person,MM,
128209,EU.6238.28,P,person,MM,
128212,EU.6239.27,P,person,MM,
128215,EU.6240.5,P,person,MM,
128217,EU.6241.4,P,person,MM,
128226,EU.6251.70,P,person,CN,
128231,EU.6252.69,P,person,CN,
128236,EU.6253.68,P,person,CN,
128241,EU.6254.67,P,person,CN,
128246,EU.6255.66,P,person,KP,
128253,EU.6256.65,P,person,KP,
128270,EU.6258.63,P,person,LY,
128279,EU.6259.62,P,person,RU,
128287,EU.6260.40,P,person,RU,
128293,EU.6261.39,P,person,SS,
128846,EU.6271.8,P,person,TR,
128846,EU.6271.8,P,person,FR,
129383,EU.6291.43,P,person,MM,
129394,EU.6293.41,P,person,MM,
129399,EU.6294.40,P,person,MM,
129403,EU.6295.39,P,person,MM,
129407,EU.6296.38,P,person,MM,
129410,EU.6297.37,P,person,MM,
129413,EU.6298.36,P,person,MM,
129419,EU.6299.35,P,person,MM,
129423,EU.6300.41,P,person,MM,
129443,EU.6311.9,P,person,MM,
129766,EU.6331.44,P,person,BY,
129773,EU.6332.43,P,person,BY,
129780,EU.6333.42,P,person,BY,
129787,EU.6334.41,P,person,BY,
129794,EU.6335.40,P,person,BY,
129801,EU.6336.39,P,person,BY,
129808,EU.6337.38,P,person,BY,
129815,EU.6338.37,P,person,BY,
129822,EU.6339.36,P,person,BY,
129829,EU.6340.14,P,person,BY,
129836,EU.6341.13,P,person,BY,
129843,EU.6342.12,P,person,BY,
129850,EU.6343.11,P,person,BY,
129857,EU.6344.10,P,person,BY,
129864,EU.6345.9,P,person,BY,
129870,EU.6346.8,P,person,BY,
129877,EU.6347.7,P,person,BY,
129884,EU.6348.6,P,person,BY,
129891,EU.6349.5,P,person,BY,
129905,EU.6351.79,P,person,BY,
129912,EU.6352.78,P,person,BY,
129919,EU.6353.77,P,person,BY,
129928,EU.6354.76,P,person,BY,
129936,EU.6355.75,P,person,BY,
129944,EU.6356.74,P,person,BY,
130005,EU.6366.43,P,person,BY,
130012,EU.6367.42,P,person,BY,
130019,EU.6368.41,P,person,BY,
130061,EU.6374.14,P,person,BY,
130075,EU.6376.12,P,person,BY,
130082,EU.6377.11,P,person,BY,
130089,EU.6378.10,P,person,BY,
130096,EU.6379.9,P,person,BY,
130103,EU.6380.84,P,person,BY,
130110,EU.6381.83,P,person,BY,
130117,EU.6382.82,P,person,BY,
130124,EU.6383.81,P,person,RU,
130124,EU.6383.81,P,person,BY,
130132,EU.6384.80,P,person,BY,
130139,EU.6385.79,P,person,RU,
130144,EU.6386.78,P,person,BY,
130150,EU.6387.77,P,person,BY,
130157,EU.6388.76,P,person,BY,
130188,EU.6392.51,P,person,BY,
130197,EU.6393.50,P,person,BY,
130204,EU.6394.49,P,person,BY,
130211,EU.6395.48,P,person,BY,
130218,EU.6396.47,P,person,BY,
130225,EU.6397.46,P,person,BY,
130232,EU.6398.45,P,person,BY,
130239,EU.6399.44,P,person,BY,
130246,EU.6400.50,P,person,BY,
130262,EU.6402.48,P,person,BY,
130269,EU.6403.47,P,person,BY,
130284,EU.6405.45,P,person,BY,
130292,EU.6406.44,P,person,BY,
130299,EU.6407.43,P,person,BY,
130306,EU.6408.42,P,person,BY,
130313,EU.6409.41,P,person,BY,
130320,EU.6410.19,P,person,BY,
130327,EU.6411.18,P,person,BY,
130334,EU.6412.17,P,person,BY,
130341,EU.6413.16,P,person,BY,
130348,EU.6414.15,P,person,BY,
130355,EU.6415.14,P,person,BY,
130362,EU.6416.13,P,person,BY,
130369,EU.6417.12,P,person,BY,
130392,EU.6431.53,P,person,MM,
130402,EU.6433.51,P,person,MM,
130410,EU.6434.50,P,person,MM,
130416,EU.6435.49,P,person,MM,
130421,EU.6436.48,P,person,MM,
130424,EU.6437.47,P,person,MM,
130427,EU.6438.46,P,person,MM,
130480,EU.6451.88,P,person,BY,
130488,EU.6452.87,P,person,BY,
130495,EU.6453.86,P,person,BY,
130502,EU.6454.85,P,person,BY,
130511,EU.6455.84,P,person,BY,
130531,EU.6458.81,P,person,BY,
130549,EU.6460.58,P,person,BY,
130611,EU.6471.26,P,person,SY,
130928,EU.6512.26,P,person,BY,
130968,EU.6532.61,P,person,MM,
130974,EU.6533.60,P,person,BY,
130983,EU.6534.59,P,person,BY,
130991,EU.6535.58,P,person,BY,
131000,EU.6536.57,P,person,BY,
131207,EU.6572.34,P,person,NI,
131213,EU.6573.33,P,person,NI,
131216,EU.6574.32,P,person,NI,
131228,EU.6577.29,P,person,NI,
131232,EU.6578.28,P,person,NI,
131237,EU.6579.27,P,person,NI,
131241,EU.6580.5,P,person,NI,
131559,EU.6632.70,P,person,RU,(the Union does not recognise passports issued by the Russian Federation in Crimea)
131559,EU.6632.70,P,person,UA,(the Union does not recognise passports issued by the Russian Federation in Crimea)
131566,EU.6633.69,P,person,RU,(the Union does not recognise passports issued by the Russian Federation in Crimea)
131566,EU.6633.69,P,person,UA,
131573,EU.6634.68,P,person,RU,
131584,EU.6636.66,P,person,RU,
131590,EU.6637.65,P,person,RU,(the Union does not recognise passports issued by the Russian Federation in Crimea)
131590,EU.6637.65,P,person,UA,
131598,EU.6638.64,P,person,RU,(the Union does not recognise passports issued by the Russian Federation in Crimea)
131598,EU.6638.64,P,person,UA,
131610,EU.6640.41,P,person,RU,
131688,EU.6652.8,P,person,LY,
131805,EU.6672.43,P,person,YE,
131821,EU.6673.42,P,person,YE,
131829,EU.6674.41,P,person,YE,
131957,EU.6692.78,P,person,BY,
131964,EU.6693.77,P,person,BY,
131973,EU.6694.76,P,person,BY,
131981,EU.6695.75,P,person,BY,
131986,EU.6696.74,P,person,BY,
131993,EU.6697.73,P,person,BY,
132001,EU.6698.72,P,person,BY,
132024,EU.6701.76,P,person,BY,
132048,EU.6704.73,P,person,BY,
132064,EU.6706.71,P,person,BY,
132081,EU.6708.69,P,person,BY,
132191,EU.6732.79,P,person,TT,
132191,EU.6732.79,P,person,US,
132225,EU.6752.17,P,person,RU,
132231,EU.6753.16,P,person,RU,
132263,EU.6759.10,P,person,RU,
132270,EU.6760.85,P,person,RU,
132522,EU.6773.51,P,person,RU,
132544,EU.6775.49,P,person,RU,
132556,EU.6777.47,P,person,RU,
132594,EU.6792.87,P,person,BY,
132603,EU.6793.86,P,person,BY,
132616,EU.6794.85,P,person,BY,
132627,EU.6795.84,P,person,BY,
132638,EU.6796.83,P,person,BY,
132649,EU.6797.82,P,person,BY,
132803,EU.6812.53,P,person,NI,
132808,EU.6813.52,P,person,NI,
132814,EU.6814.51,P,person,NI,
132817,EU.6815.50,P,person,NI,
132820,EU.6816.49,P,person,NI,
132823,EU.6817.48,P,person,NI,
132825,EU.6818.47,P,person,NI,
132874,EU.6832.88,P,person,AF,
132888,EU.6833.87,P,person,CF,
132966,EU.6852.26,P,person,TN,
133283,EU.6872.61,P,person,PK,(presumed)
133323,EU.6892.96,P,person,RU,
133376,EU.6913.61,P,person,MM,
133383,EU.6914.60,P,person,MM,
133388,EU.6915.59,P,person,MM,
133395,EU.6916.58,P,person,MM,
133399,EU.6917.57,P,person,MM,
133403,EU.6918.56,P,person,MM,
133407,EU.6919.55,P,person,MM,
133411,EU.6920.33,P,person,MM,
133415,EU.6921.32,P,person,MM,
133419,EU.6922.31,P,person,MM,
133422,EU.6923.30,P,person,MM,
133426,EU.6924.29,P,person,MM,
133430,EU.6925.28,P,person,MM,
133434,EU.6926.27,P,person,MM,
133438,EU.6927.26,P,person,MM,
133442,EU.6928.25,P,person,MM,
133446,EU.6929.24,P,person,MM,
133450,EU.6930.2,P,person,MM,
133454,EU.6931.1,P,person,MM,
133458,EU.6932.0,P,person,MM,
133461,EU.6933.96,P,person,MM,
133464,EU.6934.95,P,person,MM,
133503,EU.6952.35,P,person,ML,
133505,EU.6953.34,P,person,ML,
133516,EU.6955.32,P,person,ML,
135219,EU.7370.6,P,person,RU,
135224,EU.7371.5,P,person,RU,
135229,EU.7372.4,P,person,RU,
135238,EU.7374.2,P,person,RU,
135243,EU.7375.1,P,person,RU,
135253,EU.7377.96,P,person,RU,
135258,EU.7378.95,P,person,RU,
135263,EU.7379.94,P,person,RU,
135268,EU.7380.72,P,person,RU,
135278,EU.7382.70,P,person,RU,
135282,EU.7383.69,P,person,RU,
135287,EU.7384.68,P,person,RU,
135296,EU.7386.66,P,person,RU,
135301,EU.7387.65,P,person,RU,
135306,EU.7388.64,P,person,RU,
135316,EU.7390.41,P,person,RU,
135321,EU.7391.40,P,person,RU,
135327,EU.7392.39,P,person,RU,
135824,EU.7490.50,P,person,BY,
135829,EU.7491.49,P,person,BY,
135833,EU.7492.48,P,person,BY,
135838,EU.7493.47,P,person,BY,
135842,EU.7494.46,P,person,BY,
135846,EU.7495.45,P,person,BY,
135850,EU.7496.44,P,person,BY,
135854,EU.7497.43,P,person,BY,
135859,EU.7498.42,P,person,BY,
135864,EU.7499.41,P,person,BY,
135869,EU.7500.47,P,person,BY,
135873,EU.7501.46,P,person,BY,
135885,EU.7505.42,P,person,BY,
135890,EU.7506.41,P,person,BY,
135894,EU.7507.40,P,person,BY,
135904,EU.7509.38,P,person,BY,
136043,EU.7512.14,P,person,RU,
136146,EU.7536.45,P,person,FI,
136146,EU.7536.45,P,person,RU,
136146,EU.7536.45,P,person,AM,
136153,EU.7537.44,P,person,RU,
136270,EU.7553.83,P,person,BY,
136276,EU.7554.82,P,person,BY,
136282,EU.7555.81,P,person,BY,
136288,EU.7556.80,P,person,BY,
136305,EU.7559.77,P,person,BY,
136311,EU.7560.55,P,person,BY,
136317,EU.7561.54,P,person,BY,
136323,EU.7562.53,P,person,BY,
136329,EU.7563.52,P,person,BY,
136340,EU.7565.50,P,person,BY,
136346,EU.7566.49,P,person,BY,
136351,EU.7567.48,P,person,BY,
136356,EU.7568.47,P,person,BY,
136361,EU.7569.46,P,person,BY,
136365,EU.7570.24,P,person,BY,
136369,EU.7571.23,P,person,BY,
136373,EU.7572.22,P,person,BY,
136377,EU.7573.21,P,person,BY,
136381,EU.7574.20,P,person,BY,
136434,EU.7592.57,P,person,BY,
136515,EU.7613.22,P,person,RU,
136525,EU.7615.20,P,person,RU,
136530,EU.7616.19,P,person,RU,
136535,EU.7617.18,P,person,RU,
136559,EU.7620.91,P,person,RU,
136572,EU.7623.88,P,person,RU,
136693,EU.7653.92,P,person,RU,
136726,EU.7661.63,P,person,RU,
136767,EU.7671.32,P,person,RU,
136798,EU.7678.25,P,person,RU,
136820,EU.7683.96,P,person,RU,
136833,EU.7686.93,P,person,RU,
136858,EU.7692.66,P,person,RU,
137652,EU.7792.75,P,person,RU,
137656,EU.7793.74,P,person,RU,
137660,EU.7794.73,P,person,RU,
137664,EU.7795.72,P,person,RU,
137672,EU.7797.70,P,person,RU,
137680,EU.7799.68,P,person,RU,
137684,EU.7800.74,P,person,RU,
137689,EU.7801.73,P,person,RU,
137693,EU.7802.72,P,person,RU,
137697,EU.7803.71,P,person,RU,
137701,EU.7804.70,P,person,RU,
137705,EU.7805.69,P,person,AM,
137908,EU.7832.76,P,person,RU,
137914,EU.7833.75,P,person,RU,
138005,EU.7852.14,P,person,RU,
138010,EU.7853.13,P,person,RU,
138024,EU.7855.11,P,person,RU,
138049,EU.7858.8,P,person,RU,
138057,EU.7860.82,P,person,RU,
138062,EU.7861.81,P,person,FI,
138062,EU.7861.81,P,person,RU,
138069,EU.7862.80,P,person,RU,
138095,EU.7867.75,P,person,RU,
138100,EU.7868.74,P,person,RU,
138100,EU.7868.74,P,person,CY,
138106,EU.7869.73,P,person,RU,
138119,EU.7872.49,P,person,RU,
138127,EU.7873.48,P,person,RU,
138132,EU.7874.47,P,person,RU,
138143,EU.7876.45,P,person,RU,
138155,EU.7878.43,P,person,RU,
138170,EU.7881.19,P,person,RU,
138170,EU.7881.19,P,person,FI,
138176,EU.7882.18,P,person,RU,
138181,EU.7883.17,P,person,RU,
138186,EU.7884.16,P,person,RU,
138190,EU.7885.15,P,person,RU,
138193,EU.7886.14,P,person,RU,
138198,EU.7887.13,P,person,RU,
138202,EU.7888.12,P,person,RU,
138206,EU.7889.11,P,person,RU,
138212,EU.7890.86,P,person,RU,
138217,EU.7891.85,P,person,RU,
139168,EU.8113.62,P,person,KP,
139174,EU.8114.61,P,person,KP,
139180,EU.8115.60,P,person,KP,
139184,EU.8116.59,P,person,KP,
139191,EU.8117.58,P,person,KP,
139198,EU.8118.57,P,person,KP,
139202,EU.8119.56,P,person,KP,
139809,EU.8152.36,P,person,UA,
139815,EU.8153.35,P,person,RU,
139935,EU.8181.41,P,person,RU,
139983,EU.8212.72,P,person,SY,(presumed)
139991,EU.8213.71,P,person,JO,(presumed)
140026,EU.8232.10,P,person,RU,
140031,EU.8233.9,P,person,RU,
140038,EU.8234.8,P,person,RU,
140052,EU.8236.6,P,person,RU,
140059,EU.8237.5,P,person,RU,
140066,EU.8238.4,P,person,RU,
140080,EU.8240.78,P,person,RU,
140087,EU.8241.77,P,person,RU,
140094,EU.8242.76,P,person,RU,
140102,EU.8243.75,P,person,RU,
140109,EU.8244.74,P,person,RU,
140116,EU.8245.73,P,person,RU,
140123,EU.8246.72,P,person,RU,
140130,EU.8247.71,P,person,RU,
140137,EU.8248.70,P,person,RU,
140151,EU.8250.47,P,person,RU,
140158,EU.8251.46,P,person,RU,
140165,EU.8252.45,P,person,RU,
140173,EU.8253.44,P,person,RU,
140180,EU.8254.43,P,person,RU,
140187,EU.8255.42,P,person,RU,
140194,EU.8256.41,P,person,RU,
140206,EU.8258.39,P,person,RU,
140213,EU.8259.38,P,person,RU,
140220,EU.8260.16,P,person,RU,
140227,EU.8261.15,P,person,RU,
140234,EU.8262.14,P,person,RU,
140241,EU.8263.13,P,person,RU,
140256,EU.8266.10,P,person,RU,
140267,EU.8268.8,P,person,RU,
140274,EU.8269.7,P,person,RU,
140285,EU.8271.81,P,person,RU,
140293,EU.8272.80,P,person,RU,
140306,EU.8274.78,P,person,RU,
140314,EU.8275.77,P,person,RU,
140322,EU.8276.76,P,person,RU,
140330,EU.8277.75,P,person,RU,
140338,EU.8278.74,P,person,RU,
140447,EU.8299.11,P,person,RU,
140460,EU.8301.16,P,person,RU,
140468,EU.8302.15,P,person,RU,
140476,EU.8303.14,P,person,RU,
140484,EU.8304.13,P,person,RU,
140489,EU.8305.12,P,person,RU,
140509,EU.8309.8,P,person,RU,
140525,EU.8311.82,P,person,RU,
140535,EU.8313.80,P,person,RU,
140554,EU.8317.76,P,person,UA,
140559,EU.8318.75,P,person,UA,
140564,EU.8319.74,P,person,UA,
140599,EU.8327.45,P,person,BY,
140606,EU.8328.44,P,person,BY,
140613,EU.8329.43,P,person,BY,
140620,EU.8330.21,P,person,CS,
140626,EU.8331.20,P,person,BY,
140633,EU.8332.19,P,person,BY,
140664,EU.8336.15,P,person,BY,
140679,EU.8338.13,P,person,BY,
140686,EU.8339.12,P,person,BY,
140694,EU.8340.87,P,person,BY,
140900,EU.8352.54,P,person,RU,
140905,EU.8353.53,P,person,RU,
140910,EU.8354.52,P,person,RU,
140915,EU.8355.51,P,person,RU,
140921,EU.8356.50,P,person,RS,
140921,EU.8356.50,P,person,HR,
140928,EU.8357.49,P,person,RU,
140934,EU.8358.48,P,person,RU,
141328,EU.8392.27,P,person,RU,
141338,EU.8394.25,P,person,RU,
141348,EU.8395.24,P,person,UA,
141354,EU.8396.23,P,person,RU,
141362,EU.8397.22,P,person,BY,
141403,EU.8412.90,P,person,ML,
141413,EU.8413.89,P,person,MR,
141424,EU.8414.88,P,person,BF,
141628,EU.8432.28,P,person,SO,
141662,EU.8452.63,P,person,RU,
141672,EU.8454.61,P,person,RU,
141677,EU.8455.60,P,person,RU,
141690,EU.8512.2,P,person,RU,
141695,EU.8513.1,P,person,RU,
141702,EU.8456.59,P,person,RU,
141712,EU.8458.57,P,person,RU,
141717,EU.8459.56,P,person,RU,
141727,EU.8461.33,P,person,RU,
141738,EU.8463.31,P,person,UA,
141750,EU.8465.29,P,person,UA,
141756,EU.8466.28,P,person,UA,
141768,EU.8468.26,P,person,RU,
141781,EU.8471.2,P,person,RU,
141839,EU.8481.68,P,person,RU,
141844,EU.8482.67,P,person,RU,
141849,EU.8483.66,P,person,RU,
141854,EU.8484.65,P,person,RU,
141898,EU.8491.37,P,person,RU,
141903,EU.8492.36,P,person,RU,
141920,EU.8514.0,P,person,RU,
141925,EU.8515.96,P,person,RU,
141961,EU.8518.93,P,person,RU,
141974,EU.8520.70,P,person,RU,
141980,EU.8521.69,P,person,RU,
141985,EU.8522.68,P,person,RU,
141991,EU.8523.67,P,person,RU,
141996,EU.8524.66,P,person,RU,
142653,EU.8572.10,P,person,RU,
142662,EU.8573.9,P,person,RU,
142675,EU.8575.7,P,person,RU,
142682,EU.8576.6,P,person,RU,
142688,EU.8577.5,P,person,RU,
142826,EU.8579.3,P,person,SY,
142906,EU.8583.75,P,person,SY,
143241,EU.8633.45,P,person,RU,
143247,EU.8634.44,P,person,RU,
143253,EU.8635.43,P,person,RU,
143259,EU.8636.42,P,person,UA,
143278,EU.8639.39,P,person,RU,
143283,EU.8640.17,P,person,RU,
143289,EU.8641.16,P,person,RU,
143295,EU.8642.15,P,person,RU,
143301,EU.8643.14,P,person,RU,
143307,EU.8644.13,P,person,RU,
143313,EU.8645.12,P,person,RU,
143345,EU.8672.19,P,person,UA,
143345,EU.8672.19,P,person,RU,
143351,EU.8673.18,P,person,UA,
143389,EU.8692.54,P,person,UA,
143443,EU.8712.20,P,person,RU,
143447,EU.8713.19,P,person,RU,
143460,EU.8732.55,P,person,RU,
144289,EU.8752.90,P,person,YE,
144297,EU.8753.89,P,person,YE,
144313,EU.8754.88,P,person,RU,
144318,EU.8755.87,P,person,RU,
144324,EU.8772.28,P,person,UA,
144324,EU.8772.28,P,person,RU,
144337,EU.8774.26,P,person,RU,
144343,EU.8756.86,P,person,RU,
144348,EU.8757.85,P,person,RU,
144353,EU.8758.84,P,person,RU,
144358,EU.8759.83,P,person,RU,
144362,EU.8775.25,P,person,RU,
144368,EU.8776.24,P,person,RU,
144372,EU.8777.23,P,person,RU,
144378,EU.8778.22,P,person,RU,
144383,EU.8779.21,P,person,RU,
144393,EU.8781.95,P,person,RU,
144398,EU.8782.94,P,person,RU,
144403,EU.8783.93,P,person,RU,
144408,EU.8784.92,P,person,RU,
144413,EU.8785.91,P,person,RU,
144440,EU.8786.90,P,person,RU,
144445,EU.8787.89,P,person,UA,
144450,EU.8788.88,P,person,RU,
144455,EU.8789.87,P,person,RU,
144465,EU.8791.64,P,person,RU,
144470,EU.8792.63,P,person,RU,
144475,EU.8793.62,P,person,RU,
144480,EU.8794.61,P,person,RU,
144485,EU.8795.60,P,person,RU,
144495,EU.8797.58,P,person,RU,
144580,EU.8812.29,P,person,RU,
144603,EU.8852.2,P,person,YE,
144852,EU.8892.72,P,person,IR,
144857,EU.8893.71,P,person,IR,
144861,EU.8894.70,P,person,IR,
144880,EU.8912.38,P,person,IR,
144885,EU.8913.37,P,person,IR,
144888,EU.8914.36,P,person,IR,
144891,EU.8915.35,P,person,IR,
144895,EU.8916.34,P,person,IR,
144901,EU.8932.73,P,person,IR,
144904,EU.8933.72,P,person,IR,
145109,EU.8952.11,P,person,IR,
145112,EU.8953.10,P,person,IR,
145150,EU.8973.45,P,person,IR,
145349,EU.9013.41,P,person,RU,
145357,EU.9014.40,P,person,RU,
145373,EU.9016.38,P,person,RU,
145381,EU.9017.37,P,person,RU,
145386,EU.9018.36,P,person,RU,
145394,EU.9019.35,P,person,RU,
145402,EU.9020.13,P,person,RU,
145407,EU.9021.12,P,person,RU,
145412,EU.9022.11,P,person,CA,
145416,EU.9023.10,P,person,CA,
145426,EU.9025.8,P,person,IR,
145430,EU.9026.7,P,person,IR,
145448,EU.9029.4,P,person,MM,
145452,EU.9030.79,P,person,MM,
145460,EU.9032.77,P,person,MM,
145463,EU.9033.76,P,person,MM,
145468,EU.9034.75,P,person,MM,
145471,EU.9035.74,P,person,MM,
145476,EU.9036.73,P,person,MM,
145481,EU.9037.72,P,person,MM,
145486,EU.9038.71,P,person,MM,
145490,EU.9039.70,P,person,MM,
145493,EU.9040.48,P,person,MM,
145496,EU.9041.47,P,person,MM,
145499,EU.9042.46,P,person,MM,
145502,EU.9043.45,P,person,MM,
145505,EU.9044.44,P,person,MM,
145508,EU.9045.43,P,person,MM,
145511,EU.9046.42,P,person,MM,
145515,EU.9047.41,P,person,MM,
145521,EU.9048.40,P,person,MM,
145599,EU.9052.15,P,person,IR,
145603,EU.9053.14,P,person,IR,
145684,EU.9072.50,P,person,IR,
145691,EU.9073.49,P,person,IR,
145698,EU.9074.48,P,person,IR,
145703,EU.9075.47,P,person,IR,
145709,EU.9076.46,P,person,IR,
145712,EU.9077.45,P,person,IR,
145722,EU.9079.43,P,person,IR,
145728,EU.9080.21,P,person,IR,
145734,EU.9081.20,P,person,IR,
145737,EU.9082.19,P,person,IR,
145743,EU.9083.18,P,person,IR,
145746,EU.9084.17,P,person,IR,
145750,EU.9085.16,P,person,IR,
145754,EU.9086.15,P,person,IR,
145758,EU.9087.14,P,person,IR,
145780,EU.9088.13,P,person,IR,
145784,EU.9089.12,P,person,IR,
145787,EU.9090.87,P,person,IR,
145790,EU.9091.86,P,person,IR,
145794,EU.9092.85,P,person,IR,
145799,EU.9093.84,P,person,IR,
145803,EU.9094.83,P,person,IR,
145807,EU.9095.82,P,person,IR,
145812,EU.9096.81,P,person,IR,
145818,EU.9097.80,P,person,IR,
145823,EU.9098.79,P,person,IR,
145855,EU.9102.82,P,person,IR,
146021,EU.9112.51,P,person,HT,
146090,EU.9133.85,P,person,UG,
146097,EU.9134.84,P,person,CD,
146101,EU.9135.83,P,person,CD,
146112,EU.9137.81,P,person,CD,
146115,EU.9138.80,P,person,CD,
146119,EU.9139.79,P,person,BE,
146209,EU.9153.23,P,person,RU,
146214,EU.9154.22,P,person,RU,
146219,EU.9155.21,P,person,RU,
146224,EU.9156.20,P,person,RU,
146229,EU.9157.19,P,person,RU,
146244,EU.9158.18,P,person,RU,
146249,EU.9159.17,P,person,RU,
146254,EU.9160.92,P,person,RU,
146259,EU.9161.91,P,person,RU,
146264,EU.9162.90,P,person,RU,
146269,EU.9163.89,P,person,RU,
146274,EU.9164.88,P,person,RU,
146279,EU.9165.87,P,person,RU,
146284,EU.9166.86,P,person,RU,
146289,EU.9167.85,P,person,RU,
146294,EU.9168.84,P,person,RU,
146299,EU.9169.83,P,person,RU,
146304,EU.9170.61,P,person,RU,
146312,EU.9171.60,P,person,IR,
146317,EU.9172.59,P,person,IR,
146321,EU.9173.58,P,person,IR,
146327,EU.9174.57,P,person,IR,
146332,EU.9175.56,P,person,IR,
146337,EU.9176.55,P,person,RU,
146342,EU.9177.54,P,person,RU,
146347,EU.9178.53,P,person,RU,
146352,EU.9179.52,P,person,RU,
146357,EU.9180.30,P,person,RU,
146362,EU.9181.29,P,person,RU,
146367,EU.9182.28,P,person,RU,
146377,EU.9184.26,P,person,RU,
146382,EU.9185.25,P,person,RU,
146387,EU.9186.24,P,person,RU,
146392,EU.9187.23,P,person,RU,
146397,EU.9188.22,P,person,IR,
146403,EU.9189.21,P,person,IR,
146410,EU.9190.96,P,person,IR,
146415,EU.9191.95,P,person,IR,
146419,EU.9192.94,P,person,IR,
146428,EU.9194.92,P,person,IR,
146432,EU.9195.91,P,person,RU,
146438,EU.9196.90,P,person,IR,
146444,EU.9198.88,P,person,IR,
146449,EU.9199.87,P,person,IR,
146453,EU.9200.93,P,person,IR,
146457,EU.9201.92,P,person,IR,
146461,EU.9202.91,P,person,RU,
146466,EU.9203.90,P,person,IR,
146470,EU.9204.89,P,person,IR,
146474,EU.9205.88,P,person,IR,
146484,EU.9207.86,P,person,RU,
146491,EU.9208.85,P,person,RU,
146496,EU.9209.84,P,person,RU,
146501,EU.9210.62,P,person,RU,
146506,EU.9211.61,P,person,RU,
146516,EU.9213.59,P,person,RU,
146521,EU.9214.58,P,person,RU,
146540,EU.9232.95,P,person,RU,
146545,EU.9233.94,P,person,RU,
146550,EU.9234.93,P,person,RU,
146555,EU.9235.92,P,person,RU,
146560,EU.9236.91,P,person,RU,
146565,EU.9237.90,P,person,RU,
146570,EU.9238.89,P,person,RU,
146575,EU.9239.88,P,person,RU,
146580,EU.9240.66,P,person,RU,
146585,EU.9241.65,P,person,RU,
146590,EU.9242.64,P,person,RU,
146595,EU.9243.63,P,person,RU,
146600,EU.9244.62,P,person,RU,
146605,EU.9245.61,P,person,RU,
146610,EU.9246.60,P,person,RU,
146615,EU.9247.59,P,person,RU,
146625,EU.9249.57,P,person,RU,
146630,EU.9250.35,P,person,RU,
146645,EU.9253.32,P,person,RU,
146650,EU.9254.31,P,person,RU,
146665,EU.9256.29,P,person,RU,
146672,EU.9257.28,P,person,RU,
146685,EU.9259.26,P,person,RU,
146693,EU.9260.4,P,person,RU,
146698,EU.9261.3,P,person,RU,
146703,EU.9262.2,P,person,RU,
146708,EU.9263.1,P,person,RU,
146713,EU.9264.0,P,person,RU,
146718,EU.9265.96,P,person,RU,
146738,EU.9272.68,P,person,RU,
146743,EU.9273.67,P,person,RU,
146748,EU.9274.66,P,person,RU,
146753,EU.9275.65,P,person,RU,
146758,EU.9276.64,P,person,RU,
146763,EU.9277.63,P,person,RU,
146768,EU.9278.62,P,person,RU,
146773,EU.9279.61,P,person,RU,
146777,EU.9280.39,P,person,RU,
146781,EU.9281.38,P,person,RU,
146786,EU.9282.37,P,person,RU,
146790,EU.9283.36,P,person,RU,
146794,EU.9284.35,P,person,RU,
146798,EU.9285.34,P,person,RU,
146803,EU.9286.33,P,person,RU,
146807,EU.9287.32,P,person,RU,
146811,EU.9288.31,P,person,RU,
146815,EU.9289.30,P,person,RU,
146819,EU.9290.8,P,person,RU,
146823,EU.9291.7,P,person,RU,
146827,EU.9292.6,P,person,RU,
146831,EU.9293.5,P,person,RU,
146835,EU.9294.4,P,person,RU,
146839,EU.9295.3,P,person,RU,
146843,EU.9296.2,P,person,RU,
146847,EU.9297.1,P,person,RU,
146851,EU.9298.0,P,person,RU,
146855,EU.9299.96,P,person,RU,
146859,EU.9300.5,P,person,RU,
146864,EU.9301.4,P,person,RU,
146868,EU.9302.3,P,person,RU,
146872,EU.9303.2,P,person,RU,
146876,EU.9304.1,P,person,RU,
146880,EU.9305.0,P,person,RU,
146884,EU.9306.96,P,person,RU,
146888,EU.9307.95,P,person,RU,
146892,EU.9308.94,P,person,RU,
146897,EU.9309.93,P,person,RU,
146902,EU.9310.71,P,person,RU,
146907,EU.9311.70,P,person,RU,
146912,EU.9312.69,P,person,RU,
146917,EU.9313.68,P,person,RU,
146931,EU.9315.66,P,person,UA,
146940,EU.9332.7,P,person,UA,
