Entity_LogicalId,Entity_EU_ReferenceNumber,Entity_SubjectType,Entity_SubjectType_ClassificationCode,Citizenship_CountryIso2Code,Citizenship_Remark
146948,EU.9333.6,P,person,RU,
146953,EU.9334.5,P,person,RU,
146958,EU.9335.4,P,person,RU,
146963,EU.9336.3,P,person,RU,
146968,EU.9337.2,P,person,RU,
146973,EU.9338.1,P,person,RU,
146984,EU.9340.75,P,person,RU,
146990,EU.9341.74,P,person,RU,
146995,EU.9342.73,P,person,RU,
147000,EU.9343.72,P,person,RU,
147005,EU.9344.71,P,person,RU,
147010,EU.9345.70,P,person,RU,
147015,EU.9346.69,P,person,RU,
147020,EU.9347.68,P,person,RU,
147026,EU.9348.67,P,person,RU,
147032,EU.9349.66,P,person,RU,
147037,EU.9350.44,P,person,RU,
147042,EU.9351.43,P,person,RU,
147048,EU.9352.42,P,person,RU,
147054,EU.9353.41,P,person,RU,
147296,EU.9412.78,P,person,RU,
147300,EU.9413.77,P,person,RU,
147305,EU.9414.76,P,person,RU,
147310,EU.9415.75,P,person,RU,
147330,EU.9418.72,P,person,RU,
147330,EU.9418.72,P,person,UA,
147341,EU.9419.71,P,person,RU,
147392,EU.9426.43,P,person,KP,
147399,EU.9427.42,P,person,KP,
147407,EU.9428.41,P,person,KP,
147413,EU.9429.40,P,person,KP,
147420,EU.9430.18,P,person,KP,
147449,EU.9433.15,P,person,IR,
147454,EU.9434.14,P,person,IR,
147458,EU.9435.13,P,person,IR,
147462,EU.9436.12,P,person,IR,
147507,EU.9444.80,P,person,KP,
147514,EU.9445.79,P,person,KP,
147518,EU.9446.78,P,person,KP,
148283,EU.9472.86,P,person,IR,
148288,EU.9473.85,P,person,IR,
148293,EU.9474.84,P,person,IR,
148300,EU.9475.83,P,person,IR,
148305,EU.9476.82,P,person,IR,
148312,EU.9477.81,P,person,IR,
148317,EU.9478.80,P,person,IR,
148327,EU.9479.79,P,person,IR,
148332,EU.9480.57,P,person,IR,
148337,EU.9481.56,P,person,IR,
148345,EU.9482.55,P,person,IR,
148352,EU.9483.54,P,person,IR,
148356,EU.9484.53,P,person,IR,
148363,EU.9485.52,P,person,IR,
148370,EU.9486.51,P,person,IR,
148374,EU.9487.50,P,person,IR,
148378,EU.9488.49,P,person,IR,
148432,EU.9496.20,P,person,PK,
148488,EU.9512.87,P,person,BY,
149178,EU.9592.33,P,person,MM,
149183,EU.9593.32,P,person,MM,
149194,EU.9595.30,P,person,MM,
149199,EU.9596.29,P,person,MM,
149203,EU.9597.28,P,person,MM,
149207,EU.9598.27,P,person,MM,
149211,EU.9599.26,P,person,MM,
149215,EU.9600.32,P,person,MM,
149219,EU.9601.31,P,person,MM,
149339,EU.9615.93,P,person,IR,
149347,EU.9616.92,P,person,IR,
149350,EU.9617.91,P,person,IR,
149357,EU.9619.89,P,person,IR,
149361,EU.9620.67,P,person,IR,
149365,EU.9621.66,P,person,IR,
149374,EU.9623.64,P,person,IR,
149379,EU.9624.63,P,person,IR,
149382,EU.9625.62,P,person,IR,
149386,EU.9626.61,P,person,IR,
149390,EU.9627.60,P,person,IR,
149393,EU.9628.59,P,person,IR,
149396,EU.9629.58,P,person,IR,
149403,EU.9630.36,P,person,IR,
149408,EU.9631.35,P,person,IR,
149412,EU.9632.34,P,person,IR,
149420,EU.9633.33,P,person,IR,
149427,EU.9634.32,P,person,IR,
149439,EU.9636.30,P,person,IR,
149446,EU.9637.29,P,person,IR,
149451,EU.9638.28,P,person,IR,
149458,EU.9639.27,P,person,IR,
149462,EU.9640.5,P,person,IR,
149467,EU.9641.4,P,person,IR,
149471,EU.9642.3,P,person,IR,
149475,EU.9643.2,P,person,IR,
149479,EU.9644.1,P,person,IR,
149519,EU.9647.95,P,person,RU,
149524,EU.9648.94,P,person,RU,
149530,EU.9649.93,P,person,RU,
149557,EU.9652.69,P,person,RU,
149564,EU.9653.68,P,person,RU,
149570,EU.9654.67,P,person,RU,
149575,EU.9655.66,P,person,RU,
149583,EU.9656.65,P,person,RU,
149589,EU.9657.64,P,person,RU,
149596,EU.9658.63,P,person,RU,
149602,EU.9659.62,P,person,RU,
149608,EU.9660.40,P,person,RU,
149613,EU.9661.39,P,person,RU,
149619,EU.9662.38,P,person,RU,
149628,EU.9663.37,P,person,RU,
149635,EU.9664.36,P,person,RU,
149643,EU.9665.35,P,person,RU,
149648,EU.9666.34,P,person,RU,
149654,EU.9667.33,P,person,RU,
149659,EU.9668.32,P,person,RU,
149663,EU.9669.31,P,person,RU,
149668,EU.9670.9,P,person,RU,
149674,EU.9671.8,P,person,RU,
149679,EU.9672.7,P,person,RU,
149685,EU.9673.6,P,person,RU,
149689,EU.9674.5,P,person,RU,
149696,EU.9675.4,P,person,RU,
149703,EU.9676.3,P,person,RU,
149707,EU.9677.2,P,person,RU,
149720,EU.9679.0,P,person,RU,
149727,EU.9680.75,P,person,RU,
149732,EU.9681.74,P,person,RU,
149736,EU.9682.73,P,person,RU,
149747,EU.9684.71,P,person,RU,
149753,EU.9685.70,P,person,RU,
149758,EU.9686.69,P,person,RU,
149763,EU.9687.68,P,person,RU,
149769,EU.9688.67,P,person,RU,
149775,EU.9689.66,P,person,RU,
149780,EU.9690.44,P,person,RU,
149785,EU.9691.43,P,person,RU,
149790,EU.9692.42,P,person,RU,
149796,EU.9693.41,P,person,RU,
149803,EU.9694.40,P,person,RU,
149808,EU.9695.39,P,person,RU,
149817,EU.9696.38,P,person,UA,
149833,EU.9697.37,P,person,UA,
149880,EU.9712.8,P,person,RU,
149885,EU.9713.7,P,person,RU,
149890,EU.9714.6,P,person,RU,
149895,EU.9715.5,P,person,RU,
149904,EU.9717.3,P,person,RU,
149909,EU.9718.2,P,person,RU,
149914,EU.9719.1,P,person,RU,
149919,EU.9720.76,P,person,RU,
149929,EU.9722.74,P,person,RU,
149934,EU.9723.73,P,person,RU,
149939,EU.9724.72,P,person,RU,
149944,EU.9725.71,P,person,RU,
149950,EU.9726.70,P,person,RU,
149954,EU.9727.69,P,person,RU,
150225,EU.9772.16,P,person,RU,
150241,EU.9775.13,P,person,RU,
150246,EU.9776.12,P,person,RU,
150253,EU.9777.11,P,person,RU,
150261,EU.9778.10,P,person,RU,
150267,EU.9779.9,P,person,RU,
150643,EU.9834.50,P,person,IR,
150649,EU.9835.49,P,person,IR,
150654,EU.9836.48,P,person,IR,
150680,EU.9852.87,P,person,AM,
150687,EU.9853.86,P,person,RU,
150693,EU.9854.85,P,person,RU,
150698,EU.9855.84,P,person,RU,
150702,EU.9856.83,P,person,RU,
150707,EU.9857.82,P,person,UA,
150707,EU.9857.82,P,person,RU,
150714,EU.9858.81,P,person,RU,
150719,EU.9859.80,P,person,RU,
150724,EU.9860.58,P,person,RU,
150729,EU.9861.57,P,person,RU,
150734,EU.9862.56,P,person,RU,
150745,EU.9864.54,P,person,RU,
150745,EU.9864.54,P,person,UA,
150751,EU.9865.53,P,person,IR,
150757,EU.9866.52,P,person,IR,
150764,EU.9867.51,P,person,IR,
150769,EU.9868.50,P,person,IR,
150775,EU.9869.49,P,person,RU,
150780,EU.9870.27,P,person,RU,
150785,EU.9871.26,P,person,RU,
150790,EU.9872.25,P,person,RU,
150795,EU.9873.24,P,person,RU,
150800,EU.9874.23,P,person,IL,
150807,EU.9875.22,P,person,RU,
150812,EU.9876.21,P,person,RU,
150914,EU.9892.60,P,person,RU,
151409,EU.9913.25,P,person,AF,
151414,EU.9914.24,P,person,RU,
151418,EU.9915.23,P,person,RU,
151431,EU.9917.21,P,person,RU,
151447,EU.9919.19,P,person,RU,
151454,EU.9920.94,P,person,SS,
151457,EU.9921.93,P,person,SS,
151464,EU.9922.92,P,person,MM,
151628,EU.9952.96,P,person,AF,
151872,EU.9972.34,P,person,IR,
151879,EU.9973.33,P,person,IR,
151884,EU.9974.32,P,person,IR,
151889,EU.9975.31,P,person,IR,
151893,EU.9976.30,P,person,IR,
151897,EU.9977.29,P,person,IR,
151903,EU.9978.28,P,person,IR,
151908,EU.9979.27,P,person,IR,
152704,EU.10012.1,P,person,TZ,
152779,EU.10015.95,P,person,SY,
152789,EU.10017.93,P,person,SY,
152795,EU.10018.92,P,person,SY,
152799,EU.10019.91,P,person,SY,
152804,EU.10020.69,P,person,SY,
152809,EU.10021.68,P,person,SY,
152815,EU.10022.67,P,person,LB,
152822,EU.10023.66,P,person,SY,
152827,EU.10024.65,P,person,SY,
152839,EU.10026.63,P,person,LB,
152839,EU.10026.63,P,person,SY,
152845,EU.10027.62,P,person,SY,
152849,EU.10028.61,P,person,SY,
152854,EU.10029.60,P,person,SY,
152861,EU.10030.38,P,person,SY,
152870,EU.10031.37,P,person,SY,
152877,EU.10032.36,P,person,SY,
152885,EU.10034.34,P,person,SY,
152892,EU.10035.33,P,person,SY,
152900,EU.10036.32,P,person,SY,
152906,EU.10037.31,P,person,SY,
152920,EU.10038.30,P,person,SY,
152927,EU.10039.29,P,person,SY,
152969,EU.10048.96,P,person,IR,
152976,EU.10050.73,P,person,IR,
152982,EU.10051.72,P,person,IR,
152990,EU.10052.71,P,person,IR,
152997,EU.10053.70,P,person,IR,
153005,EU.10054.69,P,person,IR,
153011,EU.10055.68,P,person,IR,
153124,EU.10072.9,P,person,AF,
153130,EU.10073.8,P,person,AF,
153504,EU.10112.10,P,person,IR,
153508,EU.10113.9,P,person,IR,
153513,EU.10114.8,P,person,IR,
153517,EU.10115.7,P,person,IR,
153522,EU.10116.6,P,person,IR,
153593,EU.10132.45,P,person,RU,
153605,EU.10134.43,P,person,RU,
153611,EU.10135.42,P,person,RU,
153617,EU.10136.41,P,person,RU,
153622,EU.10137.40,P,person,RU,
153634,EU.10139.38,P,person,RU,
153645,EU.10141.15,P,person,RU,
153650,EU.10142.14,P,person,RU,
153656,EU.10143.13,P,person,RU,
153786,EU.10152.80,P,person,RU,
153786,EU.10152.80,P,person,MD,
153792,EU.10153.79,P,person,RU,
153792,EU.10153.79,P,person,MD,
153809,EU.10154.78,P,person,IL,
153809,EU.10154.78,P,person,MD,
153815,EU.10155.77,P,person,MD,
153815,EU.10155.77,P,person,RO,
153820,EU.10156.76,P,person,MD,
153824,EU.10157.75,P,person,RU,
153880,EU.10172.18,P,person,IR,
154103,EU.10212.19,P,person,IR,
154108,EU.10213.18,P,person,IR,
154112,EU.10214.17,P,person,IR,
154120,EU.10232.54,P,person,IR,
154125,EU.10233.53,P,person,IR,
154129,EU.10234.52,P,person,IR,
154203,EU.10252.89,P,person,RU,
154207,EU.10253.88,P,person,RU,
154218,EU.10255.86,P,person,RU,
154223,EU.10256.85,P,person,RU,
154234,EU.10258.83,P,person,RU,
154240,EU.10259.82,P,person,RU,
154246,EU.10260.60,P,person,RU,
154252,EU.10261.59,P,person,RU,
154275,EU.10265.55,P,person,CH,
154275,EU.10265.55,P,person,RU,
154284,EU.10266.54,P,person,RU,
154289,EU.10267.53,P,person,RU,
154294,EU.10268.52,P,person,RU,
154301,EU.10269.51,P,person,RU,
154306,EU.10270.29,P,person,RU,
154306,EU.10270.29,P,person,UA,
154314,EU.10271.28,P,person,RU,
154314,EU.10271.28,P,person,UA,
154322,EU.10272.27,P,person,RU,
154328,EU.10273.26,P,person,UA,
154341,EU.10275.24,P,person,RU,
154346,EU.10276.23,P,person,RU,
154351,EU.10277.22,P,person,RU,
154357,EU.10278.21,P,person,RU,
154362,EU.10279.20,P,person,RU,
154372,EU.10281.94,P,person,RU,
154384,EU.10283.92,P,person,RU,
154391,EU.10284.91,P,person,RU,
154396,EU.10285.90,P,person,RU,
154411,EU.10288.87,P,person,RU,
154425,EU.10291.63,P,person,RU,
154453,EU.10297.57,P,person,RU,
154463,EU.10299.55,P,person,RU,
154471,EU.10300.61,P,person,RU,
154476,EU.10301.60,P,person,RU,
154481,EU.10302.59,P,person,RU,
154486,EU.10303.58,P,person,RU,
154492,EU.10304.57,P,person,RU,
154498,EU.10305.56,P,person,RU,
154503,EU.10306.55,P,person,RU,
154509,EU.10307.54,P,person,RU,
154515,EU.10308.53,P,person,RU,
154522,EU.10309.52,P,person,RU,
154528,EU.10310.30,P,person,RU,
154534,EU.10311.29,P,person,RU,
154540,EU.10312.28,P,person,RU,
154546,EU.10313.27,P,person,RU,
154560,EU.10332.63,P,person,BY,
154567,EU.10333.62,P,person,BY,
154574,EU.10334.61,P,person,RU,
154586,EU.10336.59,P,person,RU,
154593,EU.10337.58,P,person,RU,
154600,EU.10338.57,P,person,RU,
154630,EU.10345.29,P,person,RU,
154635,EU.10346.28,P,person,RU,
155526,EU.10412.37,P,person,RU,
155531,EU.10413.36,P,person,RU,
155536,EU.10414.35,P,person,RU,
155643,EU.10432.72,P,person,MM,
155652,EU.10434.70,P,person,MM,
155656,EU.10435.69,P,person,MM,
155661,EU.10436.68,P,person,MM,
155665,EU.10437.67,P,person,MM,
155669,EU.10438.66,P,person,MM,
155743,EU.10472.45,P,person,IR,
155780,EU.10492.80,P,person,RU,
155787,EU.10493.79,P,person,RU,
155908,EU.10532.81,P,person,AF,
155917,EU.10533.80,P,person,AF,
155925,EU.10534.79,P,person,AF,
155933,EU.10535.78,P,person,SS,
155938,EU.10536.77,P,person,CF,
155950,EU.10538.75,P,person,RU,
155976,EU.10552.19,P,person,IR,
155982,EU.10553.18,P,person,IR,
155990,EU.10555.16,P,person,IR,
155995,EU.10556.15,P,person,IR,
156283,EU.10572.54,P,person,BY,
156291,EU.10573.53,P,person,BY,
156306,EU.10575.51,P,person,BY,
156313,EU.10576.50,P,person,BY,
156323,EU.10577.49,P,person,BY,
156332,EU.10578.48,P,person,BY,
156356,EU.10581.24,P,person,BY,
156364,EU.10582.23,P,person,BY,
156370,EU.10583.22,P,person,BY,
156384,EU.10585.20,P,person,BY,
156392,EU.10586.19,P,person,BY,
156421,EU.10590.91,P,person,BY,
156430,EU.10591.90,P,person,BY,
156447,EU.10593.88,P,person,BY,
156507,EU.10601.87,P,person,BY,
156521,EU.10603.85,P,person,BY,
156545,EU.10612.55,P,person,CD,
156550,EU.10613.54,P,person,CD,Democratic Republic of the Congo
156555,EU.10614.53,P,person,CD,
156560,EU.10615.52,P,person,TZ,
156572,EU.10616.51,P,person,CD,Assumed
156578,EU.10617.50,P,person,CD,Assumed
156588,EU.10619.48,P,person,CD,
156593,EU.10620.26,P,person,RW,
156687,EU.10633.89,P,person,BY,
156694,EU.10634.88,P,person,BY,
156701,EU.10635.87,P,person,BY,
156715,EU.10637.85,P,person,BY,
156722,EU.10638.84,P,person,BY,
156743,EU.10641.60,P,person,BY,
157176,EU.10672.63,P,person,BY,
157206,EU.10673.62,P,person,BY,
157240,EU.10692.1,P,person,BY,
157252,EU.10693.0,P,person,BY,
157266,EU.10694.96,P,person,BY,
157278,EU.10695.95,P,person,BY,
157292,EU.10696.94,P,person,BY,
157320,EU.10712.64,P,person,BY,
157333,EU.10713.63,P,person,BY,
157345,EU.10714.62,P,person,BY,
157360,EU.10715.61,P,person,BY,
157372,EU.10716.60,P,person,BY,
157383,EU.10717.59,P,person,BY,
157396,EU.10718.58,P,person,BY,
157614,EU.10755.34,P,person,RU,
157619,EU.10756.33,P,person,RU,
157624,EU.10757.32,P,person,RU,
157723,EU.10772.72,P,person,IR,
157726,EU.10773.71,P,person,IR,
157732,EU.10774.70,P,person,IR,
157738,EU.10775.69,P,person,IR,
158022,EU.10792.10,P,person,RU,
158022,EU.10792.10,P,person,RO,
158022,EU.10792.10,P,person,MD,
158039,EU.10793.9,P,person,SO,
159126,EU.10852.46,P,person,HT,
159131,EU.10853.45,P,person,HT,
159136,EU.10854.44,P,person,HT,
159141,EU.10855.43,P,person,HT,
159173,EU.10856.42,P,person,IR,
159179,EU.10857.41,P,person,IR,
159185,EU.10858.40,P,person,IR,
159190,EU.10859.39,P,person,IR,
159196,EU.10860.17,P,person,IR,
159201,EU.10861.16,P,person,IR,
159302,EU.10867.10,P,person,MM,
159306,EU.10868.9,P,person,MM,
159310,EU.10869.8,P,person,MM,
159314,EU.10870.83,P,person,MM,
159341,EU.10873.80,P,person,RU,
159528,EU.10892.19,P,person,BY,
159536,EU.10893.18,P,person,BY,
159544,EU.10894.17,P,person,BY,
159552,EU.10895.16,P,person,BY,
159560,EU.10896.15,P,person,BY,
159568,EU.10897.14,P,person,BY,
159575,EU.10898.13,P,person,BY,
159590,EU.10900.18,P,person,BY,
159598,EU.10901.17,P,person,BY,
159606,EU.10902.16,P,person,BY,
159615,EU.10903.15,P,person,BY,
159622,EU.10904.14,P,person,UA,
159635,EU.10907.11,P,person,UA,
159650,EU.10909.9,P,person,RU,
159657,EU.10910.84,P,person,RU,
159664,EU.10911.83,P,person,RU,
159671,EU.10912.82,P,person,RU,
159677,EU.10913.81,P,person,RU,
159685,EU.10914.80,P,person,RU,
159691,EU.10915.79,P,person,RU,
159716,EU.10919.75,P,person,RU,
159722,EU.10920.53,P,person,RU,
159748,EU.10921.52,P,person,RU,
159754,EU.10922.51,P,person,RU,
159763,EU.10924.49,P,person,RU,
159768,EU.10925.48,P,person,RU,
159773,EU.10926.47,P,person,RU,
159783,EU.10928.45,P,person,RU,
159788,EU.10929.44,P,person,RU,
159793,EU.10930.22,P,person,RU,
159798,EU.10931.21,P,person,RU,
159803,EU.10932.20,P,person,RU,
159808,EU.10933.19,P,person,RU,
159813,EU.10934.18,P,person,RU,
159818,EU.10935.17,P,person,RU,
159823,EU.10936.16,P,person,RU,
159828,EU.10937.15,P,person,RU,
159833,EU.10938.14,P,person,RU,
159838,EU.10939.13,P,person,RU,
159838,EU.10939.13,P,person,BY,
159844,EU.10940.88,P,person,RU,
159849,EU.10941.87,P,person,RU,
159855,EU.10942.86,P,person,RU,
159860,EU.10943.85,P,person,RU,
159865,EU.10944.84,P,person,RU,
159870,EU.10945.83,P,person,RU,
159881,EU.10947.81,P,person,RU,
159886,EU.10948.80,P,person,BY,
159893,EU.10949.79,P,person,FR,
159899,EU.10950.57,P,person,RU,
159906,EU.10951.56,P,person,RU,
159913,EU.10952.55,P,person,RU,
159918,EU.10953.54,P,person,RU,
159923,EU.10954.53,P,person,RU,
159931,EU.10955.52,P,person,UA,
160542,EU.11052.59,P,person,RU,
161389,EU.11072.94,P,person,DE,
161515,EU.11082.63,P,person,SD,
161520,EU.11083.62,P,person,LB,
161524,EU.11084.61,P,person,LB,
161529,EU.11085.60,P,person,LB,
161536,EU.11086.59,P,person,PS,
161549,EU.11087.58,P,person,JO,
161665,EU.11098.26,P,person,LY,
161665,EU.11098.26,P,person,SY,
161670,EU.11099.25,P,person,SY,
161673,EU.11100.31,P,person,SY,
161677,EU.11101.30,P,person,IR,
161677,EU.11101.30,P,person,SY,
161684,EU.11102.29,P,person,IR,
161684,EU.11102.29,P,person,SY,
161689,EU.11103.28,P,person,SY,
161856,EU.11113.94,P,person,IR,
161870,EU.11114.93,P,person,RU,
161875,EU.11115.92,P,person,RU,
161883,EU.11116.91,P,person,RU,
161889,EU.11117.90,P,person,RU,
161952,EU.11119.88,P,person,GT,
161957,EU.11120.66,P,person,GT,
161962,EU.11121.65,P,person,GT,
161967,EU.11122.64,P,person,GT,
162046,EU.11132.33,P,person,GT,
162153,EU.11154.66,P,person,RU,
162159,EU.11155.65,P,person,RU,
162163,EU.11156.64,P,person,RU,
162170,EU.11157.63,P,person,RU,
162178,EU.11158.62,P,person,RU,
162194,EU.11160.39,P,person,RU,
162200,EU.11161.38,P,person,RU,
162212,EU.11163.36,P,person,RU,
162238,EU.11167.32,P,person,RU,
162244,EU.11168.31,P,person,RU,
162253,EU.11170.8,P,person,RU,
162259,EU.11171.7,P,person,RU,
162265,EU.11172.6,P,person,RU,
162271,EU.11173.5,P,person,RU,
162301,EU.11179.96,P,person,RU,
162309,EU.11180.74,P,person,RU,
162338,EU.11193.40,P,person,RU,
162347,EU.11195.38,P,person,UA,
162347,EU.11195.38,P,person,RU,
162358,EU.11197.36,P,person,RU,
162363,EU.11198.35,P,person,RU,
162368,EU.11199.34,P,person,RU,
162373,EU.11200.40,P,person,RU,
162378,EU.11201.39,P,person,RU,
162383,EU.11202.38,P,person,RU,
162394,EU.11204.36,P,person,RU,
162400,EU.11205.35,P,person,RU,
162406,EU.11206.34,P,person,RU,
162412,EU.11207.33,P,person,RU,
162417,EU.11208.32,P,person,RU,
162423,EU.11209.31,P,person,RU,
162435,EU.11211.8,P,person,RU,
162440,EU.11212.7,P,person,RU,
162446,EU.11213.6,P,person,RU,
162452,EU.11214.5,P,person,RU,
162459,EU.11215.4,P,person,RU,
162464,EU.11216.3,P,person,RU,
162474,EU.11218.1,P,person,RU,
162479,EU.11219.0,P,person,RU,
162484,EU.11220.75,P,person,RU,
162497,EU.11222.73,P,person,RU,
162502,EU.11223.72,P,person,RU,
162508,EU.11224.71,P,person,RU,
162513,EU.11225.70,P,person,RU,
162519,EU.11226.69,P,person,RU,
162524,EU.11227.68,P,person,RU,
162530,EU.11228.67,P,person,RU,
162537,EU.11229.66,P,person,UA,
162544,EU.11230.44,P,person,RU,
162550,EU.11231.43,P,person,RU,
162556,EU.11232.42,P,person,RU,
162563,EU.11233.41,P,person,RU,
162569,EU.11234.40,P,person,RU,
162575,EU.11235.39,P,person,RU,
162583,EU.11236.38,P,person,UA,
162593,EU.11237.37,P,person,UA,
162757,EU.11272.15,P,person,RU,
162762,EU.11273.14,P,person,RU,
162769,EU.11274.13,P,person,RU,
162774,EU.11275.12,P,person,RU,
162779,EU.11276.11,P,person,RU,
162796,EU.11279.8,P,person,UA,
162805,EU.11280.83,P,person,UA,
162813,EU.11281.82,P,person,BY,
162828,EU.11283.80,P,person,UA,
162834,EU.11284.79,P,person,RU,
162840,EU.11285.78,P,person,BY,
162858,EU.11288.75,P,person,RU,
162869,EU.11290.52,P,person,RU,
162881,EU.11292.50,P,person,RU,
162894,EU.11294.48,P,person,RU,
162901,EU.11295.47,P,person,RU,
162905,EU.11296.46,P,person,KP,
162917,EU.11298.44,P,person,RU,
162924,EU.11299.43,P,person,RU,
162930,EU.11300.49,P,person,RU,
162937,EU.11301.48,P,person,UA,
162937,EU.11301.48,P,person,RU,
162950,EU.11303.46,P,person,RU,
162955,EU.11304.45,P,person,UA,
162955,EU.11304.45,P,person,RU,
162963,EU.11305.44,P,person,RU,
162969,EU.11306.43,P,person,RU,
162975,EU.11307.42,P,person,RU,
162983,EU.11308.41,P,person,RU,
162989,EU.11309.40,P,person,RU,
162994,EU.11310.18,P,person,RU,
163009,EU.11312.16,P,person,RU,
163019,EU.11313.15,P,person,RU,
163033,EU.11315.13,P,person,BY,
163040,EU.11316.12,P,person,BY,
163052,EU.11318.10,P,person,RU,
163067,EU.11320.84,P,person,RU,
163067,EU.11320.84,P,person,UA,
163075,EU.11321.83,P,person,RU,
163080,EU.11322.82,P,person,RU,
163086,EU.11323.81,P,person,BY,
163584,EU.11399.52,P,person,MD,
163584,EU.11399.52,P,person,RO,
163589,EU.11400.58,P,person,RU,
163594,EU.11401.57,P,person,MD,
163599,EU.11402.56,P,person,MD,
163605,EU.11403.55,P,person,MD,
163610,EU.11404.54,P,person,MD,
164220,EU.11412.25,P,person,RU,
164241,EU.11413.24,P,person,RU,
164246,EU.11414.23,P,person,RU,
164252,EU.11415.22,P,person,RU,
164257,EU.11416.21,P,person,RU,
164262,EU.11417.20,P,person,RU,
164267,EU.11418.19,P,person,RU,
164272,EU.11419.18,P,person,RU,
164277,EU.11420.93,P,person,RU,
164282,EU.11421.92,P,person,RU,
164288,EU.11422.91,P,person,RU,
164294,EU.11423.90,P,person,RU,
164300,EU.11424.89,P,person,RU,
164305,EU.11425.88,P,person,RU,
164310,EU.11426.87,P,person,RU,
164315,EU.11427.86,P,person,RU,
164320,EU.11428.85,P,person,RU,
164325,EU.11429.84,P,person,RU,
164330,EU.11430.62,P,person,RU,
164336,EU.11431.61,P,person,RU,
164342,EU.11432.60,P,person,RU,
164347,EU.11433.59,P,person,RU,
164352,EU.11434.58,P,person,RU,
164357,EU.11435.57,P,person,RU,
164362,EU.11436.56,P,person,RU,
164367,EU.11437.55,P,person,RU,
164371,EU.11438.54,P,person,RU,
164376,EU.11439.53,P,person,RU,
164380,EU.11440.31,P,person,RU,
164384,EU.11441.30,P,person,RU,
164389,EU.11442.29,P,person,RU,
164394,EU.11443.28,P,person,RU,
164399,EU.11444.27,P,person,RU,
164403,EU.11445.26,P,person,RU,
165085,EU.11492.68,P,person,IL,
165091,EU.11493.67,P,person,IL,
165096,EU.11494.66,P,person,IL,
165101,EU.11495.65,P,person,IL,
165590,EU.11572.42,P,person,RU,
165602,EU.11574.40,P,person,RU,
165632,EU.11592.77,P,person,RU,
165636,EU.11593.76,P,person,RU,
165640,EU.11594.75,P,person,RU,
165645,EU.11595.74,P,person,RU,
165652,EU.11596.73,P,person,RU,
165657,EU.11597.72,P,person,RU,
165672,EU.11599.70,P,person,RU,
165686,EU.11601.75,P,person,RU,
165702,EU.11603.73,P,person,RU,
165707,EU.11604.72,P,person,RU,
165712,EU.11605.71,P,person,RU,
165717,EU.11606.70,P,person,RU,
165748,EU.11609.67,P,person,RU,
165763,EU.11611.44,P,person,RU,
165767,EU.11612.43,P,person,RU,
165777,EU.11614.41,P,person,RU,
165790,EU.11615.40,P,person,RU,
165795,EU.11616.39,P,person,RU,
165809,EU.11618.37,P,person,KP,
165826,EU.11620.14,P,person,KP,
165834,EU.11622.12,P,person,KP,
165849,EU.11625.9,P,person,KP,
165977,EU.11632.78,P,person,IL,
165977,EU.11632.78,P,person,UA,
165986,EU.11633.77,P,person,RU,
166055,EU.11636.74,P,person,RU,
166060,EU.11637.73,P,person,RU,
166064,EU.11638.72,P,person,RU,
166071,EU.11639.71,P,person,RU,
166076,EU.11640.49,P,person,RU,
166080,EU.11641.48,P,person,RU,
166084,EU.11642.47,P,person,RU,
166088,EU.11643.46,P,person,RU,
166100,EU.11644.45,P,person,RU,
166105,EU.11645.44,P,person,RU,
166112,EU.11646.43,P,person,RU,
166122,EU.11648.41,P,person,RU,
166127,EU.11649.40,P,person,RU,
166132,EU.11650.18,P,person,RU,
166132,EU.11650.18,P,person,UA,
166161,EU.11655.13,P,person,RU,
166170,EU.11657.11,P,person,RU,
166333,EU.11692.86,P,person,IR,
166339,EU.11693.85,P,person,IR,
166346,EU.11694.84,P,person,IR,
166356,EU.11695.83,P,person,IR,
166362,EU.11696.82,P,person,IR,
166374,EU.11697.81,P,person,IR,
166475,EU.11701.84,P,person,RU,
166481,EU.11702.83,P,person,RU,
166496,EU.11704.81,P,person,DE,
166496,EU.11704.81,P,person,RU,
166506,EU.11705.80,P,person,RU,
166518,EU.11707.78,P,person,RU,
166524,EU.11708.77,P,person,RU,
166532,EU.11709.76,P,person,RU,
166537,EU.11710.54,P,person,RU,
166541,EU.11711.53,P,person,RU,
166546,EU.11712.52,P,person,RU,
166550,EU.11713.51,P,person,RU,
166554,EU.11714.50,P,person,RU,
166558,EU.11715.49,P,person,RU,
166566,EU.11732.87,P,person,UA,
166579,EU.11734.85,P,person,RU,
166586,EU.11735.84,P,person,BY,
166601,EU.11737.82,P,person,RU,
166614,EU.11739.80,P,person,RU,
166620,EU.11740.58,P,person,RU,
166626,EU.11741.57,P,person,RU,
166638,EU.11743.55,P,person,RU,
166645,EU.11744.54,P,person,RU,
166650,EU.11745.53,P,person,RU,
166655,EU.11746.52,P,person,RU,
166660,EU.11747.51,P,person,RU,
166758,EU.11760.93,P,person,RU,
166764,EU.11761.92,P,person,RU,
166769,EU.11762.91,P,person,RU,
166789,EU.11765.88,P,person,RU,
166794,EU.11766.87,P,person,RU,
166799,EU.11767.86,P,person,RU,
166814,EU.11769.84,P,person,RU,
166818,EU.11770.62,P,person,RU,
166822,EU.11771.61,P,person,RU,
166827,EU.11772.60,P,person,RU,
166913,EU.11787.24,P,person,RU,
166923,EU.11789.22,P,person,RU,
