ent_num,alt_num,alt_name
36,12.0,AERO-CARIBBEAN
173,57.0,AVIA IMPORT
306,220.0,NATIONAL BANK OF CUBA
540,471.0,COIBA
552,475.0,CRYMSA
555,477.0,COPROVA
555,478.0,COPROVA SARL
559,481.0,CIMEX
651,556.0,DELVEST HOLDING COMPANY
735,583.0,CUBANA AIRLINES
751,600.0,CARIBBEAN EXPORT ENTERPRISE
758,613.0,CUBATUR
815,641.0,GALAX INC.
906,46100.0,"HAVANA INTERNATIONAL BANK, LTD"
1287,888.0,CUFLET
1287,889.0,CUBAN FREIGHT ENTERPRISE
2109,1409.0,"TROVER, S.A."
2110,1410.0,TROPICANA TOURS GMBH
2674,1795.0,"ZAYDAN, Muhammad"
2676,4760.0,"AL-ZAWAHIRI, Ayman"
2676,4761.0,"SALIM, Ahmad Fuad"
2676,4787.0,"AL-ZAWAHIRI, Aiman Muhammad Rabi"
2677,1796.0,"ZUMAR, Abbud"
2677,49609.0,"AL-ZUMAR, Abbud"
2677,49610.0,"EL-ZOMOR, Aboud Abdul Latif Hasan"
2677,49611.0,"AL-ZUMUR, Abood Abdul Latif Hassan"
2677,49612.0,"AL-ZAMUR, Abboud Abdul Latif Hassan"
2681,1798.0,"HAWATMEH, Nayif"
2681,1799.0,"HAWATMAH, Nayif"
2681,1800.0,"KHALID, Abu"
2683,1823.0,"JIBRIL, Ahmad"
2686,22740.0,"NASRALLAH, Hasan Abd-al-Karim"
3749,3331.0,GENERAL NICKEL SA
3754,3341.0,"MARZUK, Musa Abu"
3754,3342.0,"ABU-MARZUQ, Dr. Musa"
3754,3343.0,"MARZOOK, Mousa Mohamed Abou"
3754,3344.0,"ABU-MARZUQ, Sa'id"
3754,5821.0,"MARZOUK, Musa Abu"
4257,3414.0,"ABDULLAH, Dr. Ramadan"
4257,3415.0,"SHALLAH, Dr. Ramadan Abdullah"
4257,3416.0,"SHALLAH, Ramadan Abdalla Mohamed"
4632,3553.0,CENTRAL BANK OF THE ISLAMIC REPUBLIC OF IRAN
4632,12046.0,BANK MARKAZI IRAN
4632,12103.0,CENTRAL BANK OF IRAN
4633,12085.0,HOUSING BANK - OF IRAN
4635,3555.0,WORKERS' WELFARE BANK - OF IRAN
4635,12051.0,BANK REFAH
4639,3557.0,AGRICULTURAL BANK OF IRAN
4639,12144.0,BANK KESHAVARZI
4642,12047.0,IRAN OVERSEAS INVESTMENT BANK PLC
4642,12048.0,IRAN OVERSEAS INVESTMENT CORPORATION LIMITED
4642,12049.0,IRAN OVERSEAS INVESTMENT BANK LIMITED
4688,3869.0,AL HARAKAT AL ISLAMIYYA
4690,3883.0,GROUPEMENT ISLAMIQUE ARME
4690,3885.0,AL-JAMA'AH AL-ISLAMIYAH AL-MUSALLAH
4691,3886.0,AUM SUPREME TRUTH
4691,3887.0,A.I.C. SOGO KENKYUSHO
4691,3888.0,A.I.C. COMPREHENSIVE RESEARCH INSTITUTE
4691,4788.0,ALEPH
4693,3893.0,BASQUE FATHERLAND AND LIBERTY
4693,5397.0,BATASUNA
4693,5398.0,EUSKAL HERRITARROK
4693,5399.0,HERRI BATASUNA
4693,5913.0,ASKATASUNA
4693,5914.0,EKIN
4693,5916.0,XAKI
4693,5917.0,JARRAI-HAIKA-SEGI
4693,5960.0,EPANASTATIKI PIRINES
4693,5961.0,POPULAR REVOLUTIONARY STRUGGLE
4694,3895.0,ISLAMIC GROUP
4694,3897.0,AL-GAMA'AT
4694,3898.0,ISLAMIC GAMA'AT
4694,3899.0,EGYPTIAN AL-GAMA'AT AL-ISLAMIYYA
4695,3900.0,ISLAMIC RESISTANCE MOVEMENT
4695,3901.0,HARAKAT AL-MUQAWAMA AL-ISLAMIYA
4695,3902.0,STUDENTS OF AYYASH
4695,3903.0,STUDENTS OF THE ENGINEER
4695,3904.0,YAHYA AYYASH UNITS
4695,3905.0,IZZ AL-DIN AL-QASSIM BRIGADES
4695,3906.0,IZZ AL-DIN AL-QASSIM FORCES
4695,3907.0,IZZ AL-DIN AL-QASSIM BATTALIONS
4695,3908.0,IZZ AL-DIN AL QASSAM BRIGADES
4695,3909.0,IZZ AL-DIN AL QASSAM FORCES
4695,3910.0,IZZ AL-DIN AL QASSAM BATTALIONS
4696,4357.0,HARAKAT UL-ANSAR
4696,4755.0,HARAKAT UL-MUJAHIDIN
4696,5181.0,AL-FARAN
4696,5182.0,AL-HADID
4696,5183.0,AL-HADITH
4696,5918.0,JAMIAT UL-ANSAR
4696,26372.0,ANSAR-UL-UMMAH
4697,3915.0,PARTY OF GOD
4697,3916.0,ISLAMIC JIHAD
4697,3917.0,ISLAMIC JIHAD ORGANIZATION
4697,3918.0,REVOLUTIONARY JUSTICE ORGANIZATION
4697,3919.0,ORGANIZATION OF THE OPPRESSED ON EARTH
4697,3920.0,ISLAMIC JIHAD FOR THE LIBERATION OF PALESTINE
4697,3921.0,ORGANIZATION OF RIGHT AGAINST WRONG
4697,3922.0,ANSAR ALLAH
4697,3923.0,FOLLOWERS OF THE PROPHET MUHAMMED
4697,35541.0,LEBANESE HIZBALLAH
4697,35542.0,LEBANESE HEZBOLLAH
4697,35549.0,HIZBALLAH ESO
4697,35550.0,HIZBALLAH INTERNATIONAL
4697,35553.0,EXTERNAL SECURITY ORGANIZATION OF HEZBOLLAH
4700,3931.0,REPRESSION OF TRAITORS
4700,3932.0,DIKUY BOGDIM
4700,3933.0,DOV
4700,3934.0,STATE OF JUDEA
4700,3935.0,COMMITTEE FOR THE SAFETY OF THE ROADS
4700,3936.0,SWORD OF DAVID
4700,3937.0,JUDEA POLICE
4700,3938.0,KAHANE LIVES
4700,3939.0,KFAR TAPUAH FUND
4700,3940.0,THE JUDEAN VOICE
4700,4359.0,FOREFRONT OF THE IDEA
4700,4360.0,THE QOMEMIYUT MOVEMENT
4700,4362.0,THE JUDEAN LEGION
4700,4363.0,THE WAY OF THE TORAH
4700,4364.0,THE YESHIVA OF THE JEWISH IDEA
4700,4365.0,KOACH
4700,4789.0,KACH
4700,5919.0,NEW KACH MOVEMENT
4700,5920.0,NEWKACH.ORG
4700,5921.0,KAHANE
4700,5922.0,YESHIVAT HARAV MEIR
4700,5923.0,THE INTERNATIONAL KAHANE MOVEMENT
4700,5924.0,KAHANE.ORG
4700,5925.0,JEWISH IDEA YESHIVA
4700,5927.0,KAHANETZADAK.COM
4700,5928.0,KAHANE TZADAK
4700,5929.0,THE HATIKVA JEWISH IDENTITY CENTER
4700,5930.0,THE RABBI MEIR DAVID KAHANE MEMORIAL FUND
4700,5931.0,THE JEWISH IDEA YESHIVA
4700,5932.0,FRIENDS OF THE JEWISH IDEA YESHIVA
4700,5933.0,JUDEAN CONGRESS
4700,5934.0,JEWISH LEGION
4700,5935.0,THE VOICE OF JUDEA
4700,5936.0,NO'AR MEIR
4700,5937.0,MEIR'S YOUTH
4700,5938.0,AMERICAN FRIENDS OF YESHIVAT RAV MEIR
4700,5939.0,AMERICAN FRIENDS OF THE UNITED YESHIVA
4700,5940.0,THE COMMITTEE AGAINST RACISM AND DISCRIMINATION
4702,3943.0,PKK
4702,3944.0,PARTIYA KARKERAN KURDISTAN
4702,4790.0,THE PEOPLE'S DEFENSE FORCE
4702,4791.0,HALU MESRU SAVUNMA KUVVETI
4702,5282.0,FREEDOM AND DEMOCRACY CONGRESS OF KURDISTAN
4702,5283.0,KADEK
4702,5284.0,KURDISTAN FREEDOM AND DEMOCRACY CONGRESS
4702,6059.0,KURDISTAN PEOPLE'S CONGRESS
4702,6060.0,PEOPLE'S CONGRESS OF KURDISTAN
4702,6061.0,KONGRA-GEL
4702,11132.0,KGK
4703,3945.0,LTTE
4703,3946.0,TAMIL TIGERS
4703,3947.0,ELLALAN FORCE
4706,3961.0,ELN
4706,3962.0,EJERCITO DE LIBERACION NACIONAL
4707,3963.0,PIJ-SHAQAQI FACTION
4707,3964.0,PIJ
4707,3965.0,ISLAMIC JIHAD IN PALESTINE
4707,3966.0,ISLAMIC JIHAD OF PALESTINE
4707,3967.0,ABU GHUNAYM SQUAD OF THE HIZBALLAH BAYT AL-MAQDIS
4707,4345.0,PIJ-SHALLAH FACTION
4707,4346.0,PALESTINIAN ISLAMIC JIHAD
4707,4792.0,AL-QUDS SQUADS
4707,4793.0,SAYARA AL-QUDS
4707,4794.0,AL-QUDS BRIGADES
4707,4795.0,AL-AWDAH BRIGADES
4708,3968.0,PALESTINE LIBERATION FRONT
4708,3969.0,PLF
4708,3970.0,PLF-ABU ABBAS
4709,3971.0,PFLP
4709,3972.0,RED EAGLES
4709,3973.0,RED EAGLE GROUP
4709,3974.0,RED EAGLE GANG
4709,3975.0,HALHUL GANG
4709,3976.0,HALHUL SQUAD
4709,4796.0,PALESTINIAN POPULAR RESISTANCE FORCES
4709,4797.0,PPRF
4709,5953.0,MARTYR ABU-ALI MUSTAFA BATTALION
4710,3977.0,PFLP-GC
4713,3982.0,DEVRIMCI HALK KURTULUS PARTISI-CEPHESI
4713,3983.0,DHKP/C
4713,3984.0,DEVRIMCI SOL
4713,3985.0,REVOLUTIONARY LEFT
4713,3986.0,DEV SOL
4713,3987.0,DEV SOL SILAHLI DEVRIMCI BIRLIKLERI
4713,3988.0,DEV SOL SDB
4713,3989.0,DEV SOL ARMED REVOLUTIONARY UNITS
4714,3990.0,EPANASTATIKOS LAIKOS AGONAS
4714,3992.0,REVOLUTIONARY POPULAR STRUGGLE
4714,3993.0,POPULAR REVOLUTIONARY STRUGGLE
4714,4352.0,ORGANIZATION OF REVOLUTIONARY INTERNATIONALIST SOLIDARITY
4714,4353.0,REVOLUTIONARY NUCLEI
4714,4354.0,REVOLUTIONARY CELLS
4714,4355.0,LIBERATION STRUGGLE
4715,3994.0,SENDERO LUMINOSO
4715,3996.0,PARTIDO COMUNISTA DEL PERU EN EL SENDERO LUMINOSO DE JOSE CARLOS MARIATEGUI (COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI)
4715,3997.0,PARTIDO COMUNISTA DEL PERU (COMMUNIST PARTY OF PERU)
4715,3999.0,SOCORRO POPULAR DEL PERU
4715,4000.0,SPP
4715,4001.0,EJERCITO GUERRILLERO POPULAR
4715,4002.0,EGP
4715,4003.0,EJERCITO POPULAR DE LIBERACION
4715,12265.0,COMMUNIST PARTY OF PERU ON THE SHINING PATH OF JOSE CARLOS MARIATEGUI
4715,12266.0,COMMUNIST PARTY OF PERU
4715,12267.0,PEOPLE'S AID OF PERU
4715,12268.0,PEOPLE'S GUERRILLA ARMY
4715,12269.0,PEOPLE'S LIBERATION ARMY
4717,3889.0,DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE
4717,3890.0,DFLP
4717,3891.0,RED STAR FORCES
4717,3892.0,RED STAR BATTALIONS
6365,4227.0,"BIN LADIN, Usama"
6365,4757.0,"BIN LADEN, Usama"
6365,4771.0,"BIN LADEN, Osama"
6365,4772.0,"BIN LADIN, Osama"
6365,4773.0,"BIN LADIN, Osama bin Muhammad bin Awad"
6366,4229.0,ISLAMIC SALVATION FOUNDATION
6366,4230.0,THE GROUP FOR THE PRESERVATION OF THE HOLY SITES
6366,4231.0,THE ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY PLACES
6366,4232.0,THE WORLD ISLAMIC FRONT FOR JIHAD AGAINST JEWS AND CRUSADERS
6366,4347.0,AL QAEDA
6366,4348.0,THE BASE
6366,4349.0,USAMA BIN LADEN NETWORK
6366,4350.0,USAMA BIN LADEN ORGANIZATION
6366,4754.0,AL QAIDA
6366,4764.0,INTERNATIONAL FRONT FOR FIGHTING JEWS AND CRUSADES
6366,4765.0,ISLAMIC ARMY FOR THE LIBERATION OF HOLY SITES
6366,5954.0,AL-JIHAD
6366,5955.0,EGYPTIAN AL-JIHAD
6366,5956.0,EGYPTIAN ISLAMIC JIHAD
6366,5958.0,NEW JIHAD
6366,5959.0,THE JIHAD GROUP
6366,30488.0,ISLAMIC ARMY
6367,4317.0,"ABDULLAH, Sheikh Taysir"
6367,4318.0,"ATEF, Muhammad"
6367,4319.0,"EL KHABIR, Abu Hafs el Masry"
6367,4758.0,"ATIF, Muhammad"
6367,4759.0,"ABU SITTA, Subhi"
6367,4763.0,"ATIF, Mohamed"
6368,4235.0,"ABD-AL-WAHAB, Abd-al-Hai Ahmad"
6368,4237.0,"'ABD ALLAH, 'Issam 'Ali Muhammad"
6368,4238.0,"AL-KAMEL, Salah 'Ali"
6368,4239.0,"TAHA MUSA, Rifa'i Ahmad"
6368,4240.0,THABIT 'IZ
6531,4276.0,COLCERDOS LTDA.
6539,4282.0,D'ELCON S.A.
6636,4324.0,ISLAMIC MOVEMENT OF TALIBAN
6636,4325.0,TAHRIKE ISLAMI'A TALIBAN
6636,4326.0,TALEBAN
6636,4327.0,TALIBAN ISLAMIC MOVEMENT
6636,4328.0,TALIBANO ISLAMI TAHRIK
6663,4377.0,COMECARNES LTDA.
6680,4382.0,DIAGNOSTICENTRO LA GARANTIA
6703,4395.0,"AMESCUA, Chuey"
6703,4397.0,"AMEZCUA, Chuy"
6703,4398.0,"AMEZCUA CONTRERAS, Jesus"
6703,4400.0,"AMEZCUA, Jose de Jesus"
6703,4401.0,"HERNANDEZ, Adan"
6704,4396.0,"AMEZCUA, Luis"
6704,4403.0,"CONTRERAS, Luis C."
6704,4404.0,"LOPEZ, Luis"
6704,4405.0,"LOZANO, Eduardo"
6704,4406.0,"OCHOA, Salvador"
6704,4407.0,"RODRIGUEZ LOPEZ, Sergio"
6706,4412.0,"COMACHO RODRIGUES, Gilberto"
6706,4413.0,"TORRES MENDEZ, Ramon"
6707,4415.0,"CARO QUINTERO, Raphael"
6708,4411.0,"CARRILLO FUENTES, Andres"
6709,4417.0,KHUN SA
6709,4419.0,"CHAN, Changtrakul"
6709,4420.0,"CHANG, Shi-Fu"
6709,4421.0,"CHANG, Xifu"
6709,4422.0,"CHANGTRAKUL, Chan"
6710,4423.0,"ZAMBA, Noel Heath"
6710,4424.0,"ZAMBO, Noel Heath"
6712,4428.0,"ADEMULERO, Babestan Oluwole"
6712,4429.0,"BABESTAN, Wole A."
6712,4430.0,"OGUNGBUYI, Wally"
6712,4431.0,"OGUNGBUYI, Wole A."
6712,4432.0,"SHOFESO, Olatude I."
6712,4433.0,"SHOFESO, Olatunde Irewole"
6713,4434.0,"BABESTAN, Abeni O."
6713,4435.0,"SHOFESO, Olatutu Temitope"
6714,4437.0,"CHARNCHAI, Chiwinnitipanya"
6714,4438.0,"CHIVINNITIPANYA, Prasit"
6714,4439.0,"CHIWINNITIPANYA, Charnchai"
6714,4440.0,"PRASIT, Chivinnitipanya"
6714,4441.0,"PRASIT, Cheewinnittipanya"
6714,4442.0,"WEI, Shao-Kang"
6714,4443.0,"WEI, Sia-Kang"
6714,4444.0,"WEI, Xuekang"
6714,4457.0,"CHEEWINNITTIPANYA, Prasit"
6722,4453.0,M.T.T. LTDA.
6823,4561.0,"PATINO FOMEQUE, Victor Hugo"
6824,4562.0,INPESCA S.A.
6832,4570.0,"ECHEVERRI HERRERA, Hernando"
6853,4591.0,REAL IRISH REPUBLICAN ARMY
6853,4593.0,32 COUNTY SOVEREIGNTY COMMITTEE
6853,4594.0,32 COUNTY SOVEREIGNTY MOVEMENT
6853,4595.0,REAL OGLAIGH NA HEIREANN
6853,4596.0,IRISH REPUBLICAN PRISONERS WELFARE ASSOCIATION
6853,67729.0,IRA ARMY COUNCIL
6856,4599.0,"AFGHAN, Shir"
6856,4600.0,"KHAN, Abdullah"
6856,4601.0,"AZIZ, Mohammad"
6856,4602.0,"AFGHAN, Shear"
6857,4603.0,"CARDENAS GULLEN, Osiel"
6857,4604.0,"CARDENAS CASTILLO, Osiel"
6857,4605.0,"CARDENAS GILLEN, Osiel"
6857,4606.0,"CARDENAS GUILLEN, Ociel"
6857,4607.0,"CARDENAS GUILLEN, Oscar"
6857,4608.0,"CARDENAS GUILLEN, Oziel"
6857,4609.0,"CARDENAS TUILLEN, Osiel"
6857,4610.0,"SALINA AGUILAR, Jorge"
6857,4611.0,"SALINAS AGUILAR, Jorge"
6859,4612.0,"KHUN, Saeng"
6860,4613.0,"GILBOA, Yosef"
6860,4614.0,"GILBOA, Joseph Papzian"
6860,4615.0,"GILBERT, Joseph"
6860,4616.0,"GIL, Josef"
6861,4617.0,"AREGON, Max"
6861,4618.0,"GUZMAN, Chapo"
6861,4619.0,"GUIERREZ LOERA, Jose Luis"
6861,4620.0,"GUZMAN FERNANDEZ, Joaquin"
6861,4621.0,"GUZMAN LOESA, Joaquin"
6861,4622.0,"GUZMAN PADILLA, Joaquin"
6861,4623.0,"GUMAN LOERAL, Joaquin"
6861,4624.0,"GUZMAN, Archibaldo"
6861,4625.0,"GUZMAN, Aureliano"
6861,4626.0,"ORTEGA, Miguel"
6861,4627.0,"RAMIREZ, Joise Luis"
6861,4628.0,"CARO RODRIGUEZ, Gilberto"
6861,4629.0,"GUZMAN, Joaquin Chapo"
6861,4630.0,"GUZMAN LOREA, Chapo"
6861,4631.0,"GUZMAN LOEIA, Joaguin"
6861,4632.0,"GUZMAN, Achivaldo"
6861,4633.0,"OSUNA, Gilberto"
6861,4634.0,"RAMOX PEREZ, Jorge"
6862,4635.0,"HAMIAH, Jamiel"
6862,4636.0,"HAMEIAH, Jamel"
6862,4637.0,"HAMEIAH, Mamil"
6862,4638.0,"HAMEIH, Jamill"
6862,4639.0,"HAMIAEH, Jamil"
6862,4640.0,"HAMIE, Jamil Abdulkarim"
6862,4641.0,"HAMIEAH, Jamiel"
6862,4642.0,"HAMEIAH, Jamil"
6862,4643.0,"HAMEIEH, Jamil"
6862,4644.0,"HAMER, Jamil"
6862,4645.0,"HAMIE, Jamil"
6862,4646.0,"HAMIE, Jamile"
6862,4647.0,"HAMIEAH, Jamil"
6862,4648.0,"HAMIEH, Jamal"
6862,4649.0,"HAMIEH, Jamil"
6862,4650.0,"HAMIEL, Jamil"
6862,4651.0,"HAMIEYYEH, Jamil"
6862,4652.0,"HAMIYA, Abdul Jamil"
6862,4653.0,"HAMIYYAH, Jamil"
6862,4654.0,"HAMYH, Jamil"
6862,4655.0,"KARIM, Jamil Abdul"
6862,4656.0,"NEZAM, Abu"
6862,4658.0,"HAMIEH, Mamil"
6862,4659.0,"HAMIEYE, Jamil"
6862,4660.0,"HAMIL, Jamil"
6862,4661.0,"HAMIYE, Jamil"
6862,4662.0,"HAMIYYEH, Jamil"
6862,4663.0,"NAZIM, Abou"
6862,4664.0,"NIZAM, Abou"
6864,4665.0,"KHAN, Ali"
6864,4666.0,"KHAN, Nafir Ali"
6864,4667.0,"KHAN, Nazir Ali"
6864,4668.0,"KHAN, Nisan Ali"
6864,4669.0,"KHAN, Nisar Ali"
6864,4670.0,"NASIR, Ali Khan"
6864,4671.0,"NASIR, Khan Ali"
6865,4672.0,"BECERRA, Martin"
6865,4673.0,"BECERRA MIRELES, Martin"
6865,4674.0,"MACHERBE, Oscar"
6865,4675.0,"MAHLERBE, Oscar"
6865,4676.0,"MALARBE, Oscar"
6865,4677.0,"MALERHBE DE LEON, Oscar"
6865,4678.0,"MALHARBE DE LEON, Oscar"
6865,4679.0,"MALHERBE DELEON, Oscar"
6865,4680.0,"MALMERBE, Oscar"
6865,4681.0,"MELARBE, Oscar"
6865,4682.0,"QALHARBE DE LEON, Oscar"
6865,4683.0,"MAHERBE, Oscar"
6865,4684.0,"MAHLERBE, Polo"
6865,4685.0,"MALERBE, Oscar"
6865,4686.0,"MALERVA, Oscar"
6865,4687.0,"NALHERBE, Oscar"
6865,4688.0,"VARGAS, Jorge"
6866,4689.0,"ALCIDES MAGANA, Ramon"
6866,4690.0,"ALCIDEZ MAGANA, Ramon"
6866,4691.0,"ALCIDES MAYENA, Ramon"
6866,4692.0,"MAGNA ALCIDEDES, Ramon"
6866,4693.0,"ALCIDES MAGANE, Ramon"
6866,4694.0,"ROMERO, Antonio"
6866,4695.0,"GONZALEZ QUIONES, Jorge"
6866,4696.0,"MAGANA, Jorge"
6866,4697.0,"MAGANA ALCIDES, Ramon"
6866,4698.0,"MATA, Alcides"
6866,4699.0,"RAMON MAGANA, Alcedis"
6895,4730.0,AUTODEFENSAS UNIDAS DE COLOMBIA
6895,4731.0,AUC
6897,4733.0,GSPC
6897,4767.0,LE GROUPE SALAFISTE POUR LA PREDICATION ET LE COMBAT
6897,5123.0,SALAFIST GROUP FOR PREACHING AND COMBAT
6897,10759.0,AL-QA'IDA IN THE ISLAMIC MAGHREB
6897,10760.0,AQIM
6897,10761.0,TANZIM AL-QA'IDA FI BILAD AL-MAGHRIB AL-ISLAMIYA
6899,4735.0,AIAI
6901,4783.0,"AL-'ADIL, Saif"
6903,4740.0,"AL-SHANQITI, Khalid"
6903,4762.0,"AL-WALID, Mafouz Walad"
6905,4784.0,"HUSAIN, Zain Al-Abidin Muhammad"
6905,10004.0,"HUSSEIN, Zayn al-Abidin Muhammad"
6905,10005.0,"ABU ZUBEIDAH, Zeinulabideen Muhammed Husein"
6906,4745.0,"AL-IRAQI, Abdal al-Hadi"
6907,4746.0,"ABDALLAH, Tarwat Salah"
6907,4747.0,"THIRWAT, Shahata"
6907,4774.0,"THIRWAT, Salah Shihata"
6908,4769.0,"FATHI, Amr Al-Fatih"
6908,4770.0,"FARAG, Hamdi Ahmad"
6911,4775.0,AL WAFA
6911,4776.0,AL WAFA ORGANIZATION
6911,4777.0,WAFA AL-IGATHA AL-ISLAMIA
6912,4780.0,AL RASHEED TRUST
6912,4781.0,AL-RASHID TRUST
6912,4782.0,AL-RASHEED TRUST
6912,11267.0,AL AMIN WELFARE TRUST
6912,11268.0,AL AMIN TRUST
6912,11269.0,AL AMEEN TRUST
6912,11270.0,AL-AMEEN TRUST
6912,11271.0,AL MADINA TRUST
6912,11272.0,AL-MADINA TRUST
6912,14688.0,MAYMAR TRUST
6912,14689.0,MAIMAR TRUST
6912,14690.0,MOMAR TRUST
6912,14691.0,MEYMAR TRUST
6913,4778.0,DARKAZANLI COMPANY
6913,4779.0,DARKAZANLI EXPORT-IMPORT SONDERPOSTEN
6915,4801.0,"AL-MASRI, Abu Mohamed"
6916,4803.0,"ABDUREHMAN, Ahmed Mohammed"
6916,4807.0,"AHMED, Ahmed"
6916,4810.0,"ALI, Hamed"
6916,4811.0,"ALI, Ahmed Mohammed"
6916,4812.0,"AL-MASRI, Ahmad"
6916,4813.0,"AL-SURIR, Abu Islam"
6916,4814.0,"HEMED, Ahmed"
6916,4815.0,"SHIEB, Ahmed"
6918,4821.0,"AL-MUGHASSIL, Ahmed Ibrahim"
6921,4825.0,"BOUSLIM, Ammar Mansour"
6921,4826.0,"SALIM, Hassan Rostom"
6923,4831.0,"AL-HOURI, Ali Saed Bin Ali"
6923,4832.0,"EL-HOURI, Ali Saed Bin Ali"
6924,4833.0,"ELBISHY, Moustafa Ali"
6924,4834.0,"MOHAMMED, Mustafa"
6924,4835.0,"FAZUL, Mustafa"
6924,4838.0,"FADIL, Mustafa Muhamad"
6924,4839.0,"AL MASRI, Abd Al Wakil"
6924,4842.0,"ALI, Hassan"
6924,4843.0,"MAN, Nu"
6924,4845.0,"JIHAD, Abu"
6924,4846.0,"AL-NUBI, Abu"
6925,4847.0,"GHILANI, Ahmad Khalafan"
6925,4848.0,"AHMED, Ahmed Khalfan"
6925,4849.0,"AHMED, Abubakar K."
6925,4850.0,"AHMED, Abubakary K."
6925,4851.0,"AHMED, Abubakar"
6925,4852.0,"AHMAD, Abu Bakr"
6925,4854.0,"KHALFAN, Ahmed"
6925,4855.0,"ALI, Ahmed Khalfan"
6925,4856.0,"AHMED, Abubakar Khalfan"
6925,4857.0,"GHAILANI, Ahmed"
6925,4858.0,"AL TANZANI, Ahmad"
6925,4861.0,"GHAILANI, Abubakary Khalfan Ahmed"
6925,4862.0,"HUSSEIN, Mahafudh Abubakar Ahmed Abdallah"
6925,4863.0,"MOHAMMED, Shariff Omar"
6926,4869.0,"SALWWAN, Samir"
6927,4870.0,"FAZUL, Abdallah"
6927,4871.0,"FAZUL, Abdalla"
6927,4872.0,"FAZUL, Abdallah Mohammed"
6927,4873.0,"MOHAMMED, Fazul Abdilahi"
6927,4874.0,"ADBALLAH, Fazul"
6927,4875.0,"ABDALLA, Fazul"
6927,4876.0,"MOHAMMED, Fazul"
6927,4879.0,"FAZUL, Haroon"
6927,4880.0,"FAZUL, Harun"
6927,4881.0,"MUHAMAD, Fadil Abdallah"
6927,4882.0,"HAROUN, Fadhil"
6927,4884.0,"AISHA, Abu"
6927,4885.0,"LUQMAN, Abu"
6927,4886.0,"ALI, Fadel Abdallah Mohammed"
6927,4887.0,"MOHAMMED, Fouad"
6931,4907.0,"YASIN, Abdul Rahman Said"
6931,4908.0,"YASIN, Aboud"
6931,4909.0,"TAHA, Abdul Rahman S."
6931,4910.0,"TAHER, Abdul Rahman S."
6935,4914.0,ARMY OF MOHAMMED
6935,5062.0,MOHAMMED'S ARMY
6935,5063.0,TEHRIK UL-FURQAAN
6935,6051.0,JAISH-E-MOHAMMED
6935,6052.0,KHUDAMUL ISLAM
6935,6053.0,KHUDDAM-UL-ISLAM
6935,6054.0,KUDDAM E ISLAMI
6936,4915.0,SOCIETY OF ISLAMIC COOPERATION
6936,4916.0,JAM'IYAT AL TA'AWUN AL ISLAMIYYA
6936,4917.0,JIT
6938,4919.0,"SAIYID, Abd Al-Man'am"
6939,4920.0,"AL-HAMATI, Muhammad"
6939,49407.0,"AL-AHDAL, Muhammad Muhummad Abdullah"
6939,49408.0,"AL-AHDAL, Mohamed Mohamed Abdullah"
6940,4922.0,"AMIN, Muhammad"
6940,4923.0,"AH HAQ, Dr. Amin"
6940,4924.0,"UL-HAQ, Dr. Amin"
6941,10013.0,"AL-JADAWI, Saqar"
6941,10014.0,"AL-JADDAW, Saqr"
6946,4931.0,"AYADI SHAFIQ, Ben Muhammad"
6946,4932.0,"AYADI CHAFIK, Ben Muhammad"
6946,4933.0,"AIADI, Ben Muhammad"
6946,4934.0,"AIADY, Ben Muhammad"
6948,4936.0,"HIJAZI, Raed M"
6948,4937.0,"AL-HAWEN, Abu-Ahmad"
6948,4938.0,"AL-MAGHRIBI, Rashid"
6948,4939.0,"AL-AMRIKI, Abu-Ahmad"
6948,4940.0,"AL-SHAHID, Abu-Ahmad"
6950,4944.0,"AL-FILISTINI, Abu Qatada"
6950,4945.0,"TAKFIRI, Abu Umr"
6950,4947.0,"ABU UMAR, Abu Omar"
6950,4948.0,"UTHMAN, Al-Samman"
6950,4949.0,"UMAR, Abu Umar"
6950,4950.0,"UTHMAN, Umar"
7006,4980.0,"ALI, Sheikh Hassan Dahir Aweys"
7006,4981.0,"AWES, Shaykh Hassan Dahir"
7114,5034.0,AL-AQSA AL-ISLAMI BANK
7115,5035.0,ARAB PALESTINIAN BEIT EL-MAL COMPANY
7115,5036.0,BEIT AL MAL HOLDINGS
7115,5037.0,BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.
7115,5038.0,"PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD."
7116,5039.0,OCCUPIED LAND FUND
7132,5064.0,UMMAH TAMEER I-NAU
7132,5065.0,UMMAH TAMIR I-NAU
7132,5066.0,UMMAH TAMIR E-NAU
7132,5067.0,RECONSTRUCTION OF THE MUSLIM UMMAH
7132,5068.0,RECONSTRUCTION OF THE ISLAMIC COMMUNITY
7132,5069.0,FOUNDATION FOR CONSTRUCTION
7132,5070.0,RECONSTRUCTION FOUNDATION
7132,5071.0,NATION BUILDING
7132,5072.0,UMMAT TAMIR-I-PAU
7132,5073.0,UMMAT TAMIR E-NAU
7133,5050.0,"MAHMOOD, Sultan Bashiruddin"
7133,5051.0,"MEKMUD, Sultan Baishiruddin"
